0.01,0.11486666666666667,0.032591682647230384
0.0147,0.16263333333333332,0.05886199490710832
0.0215,0.22233333333333336,0.06647639514226919
0.0316,0.217,0.057166423711825815
0.0464,0.18166666666666667,0.03781240243329929
0.0681,0.156,0.02150193789716019
0.1,0.1366666666666667,0.014310058622443793
0.147,0.12633333333333333,0.008819171036881965
0.215,0.11266666666666665,0.0068879927732572776
0.316,0.1004,0.0046576102599222855
0.464,0.09099999999999998,0.003764306044943745
0.681,0.08213333333333334,0.0028474159825669617
1.0,0.07456666666666667,0.0021728117983643037
1.47,0.06733333333333333,0.0017524585904126532
2.15,0.0599,0.0015307950004273367
3.16,0.05280000000000001,0.0013051181300301265
4.64,0.0469,0.0010408329997330656
6.81,0.041299999999999996,0.0008736894948054098
10.0,0.036399999999999995,0.000721110255092798
14.7,0.0319,0.0006110100926607781
21.5,0.027933333333333334,0.0004910306620885405
31.6,0.024433333333333335,0.0003929942040850531
46.4,0.021333333333333333,0.00033829638550307383
68.1,0.018666666666666665,0.0002728450923957478
100.0,0.016366666666666665,0.0002185812841433999
147.0,0.014333333333333332,0.00018559214542766722
215.0,0.0126,0.0001527525231651947
316.0,0.011099999999999999,9.999999999999998e-05
464.0,0.009796666666666667,8.212456663169933e-05
681.0,0.00871,6.506407098647736e-05
1000.0,0.0077733333333333335,4.91030662088542e-05
