0.01,-0.023636666666666667,0.015679519904781666
0.0147,-0.0005033333333333336,0.01253948474929404
0.0215,0.04623333333333333,0.011059887481846779
0.0316,0.03233333333333333,0.005972808756727814
0.0464,0.017633333333333334,0.003870544032963727
0.0681,0.008353333333333332,0.0007675140244827961
0.1,0.006736666666666668,0.0010132675417238587
0.147,0.012766666666666667,0.0003282952600598703
0.215,0.00916,0.0009208872533233007
0.316,0.009013333333333333,0.0007004839596862859
0.464,0.009623333333333333,0.0003810657569384991
0.681,0.009853333333333334,0.00023218766356357317
1.0,0.010933333333333331,0.0002728450923957484
1.47,0.011000000000000001,0.0001527525231651949
2.15,0.010799999999999999,0.00015275252316519433
3.16,0.01023,0.00012342339054382382
4.64,0.010223333333333333,0.00012991450179936719
6.81,0.009869999999999999,9.504384952922186e-05
10.0,0.009633333333333334,8.838049055708586e-05
14.7,0.009213333333333336,8.293236869749803e-05
21.5,0.00874,7.211102550927991e-05
31.6,0.008263333333333333,6.33333333333334e-05
46.4,0.007766666666666667,5.607534613753554e-05
68.1,0.0072833333333333335,4.9777281743560266e-05
100.0,0.0067666666666666665,4.096068575814844e-05
147.0,0.0063,3.7859388972001775e-05
215.0,0.005846666666666667,3.179797338056482e-05
316.0,0.00542,2.8867513459481367e-05
464.0,0.005023333333333334,2.6034165586355454e-05
681.0,0.004726666666666666,2.3333333333333373e-05
1000.0,0.004536666666666667,2.3333333333333373e-05
